Number of classes: 2
Elapsed time: 0:10:00.002179
One batch.
Number of epochs: 32210
Learning rate: 0.005
Subset: small
------------------------------------
Testing accuracy: 0.6904761791229248
Training accuracy: 0.6741935610771179
------------------------------------
cost history,	validation history
0.7278439998626709,	0.095238097012043
0.7254573702812195,	0.095238097012043
0.723293662071228,	0.095238097012043
0.7213330864906311,	0.095238097012043
0.7195568680763245,	0.0833333358168602
0.7179481387138367,	0.0833333358168602
0.7164919376373291,	0.0714285746216774
0.7151734232902527,	0.0714285746216774
0.7139796614646912,	0.0714285746216774
0.7128989696502686,	0.0714285746216774
0.7119206190109253,	0.0714285746216774
0.7110347747802734,	0.0714285746216774
0.7102317214012146,	0.0714285746216774
0.7095041871070862,	0.0595238097012043
0.7088445425033569,	0.0595238097012043
0.7082461714744568,	0.0714285746216774
0.7077027559280396,	0.0714285746216774
0.7072091698646545,	0.0714285746216774
0.7067602872848511,	0.0357142873108387
0.7063519954681396,	0.0476190485060215
0.7059794664382935,	0.0476190485060215
0.7056398391723633,	0.0476190485060215
0.7053298950195312,	0.0476190485060215
0.7050461769104004,	0.0595238097012043
0.7047861814498901,	0.0714285746216774
0.7045474648475647,	0.0714285746216774
0.7043282389640808,	0.0714285746216774
0.704126238822937,	0.0714285746216774
0.7039397358894348,	0.0714285746216774
0.703766942024231,	0.0714285746216774
0.7036069631576538,	0.0714285746216774
0.7034585475921631,	0.0833333358168602
0.7033200263977051,	0.0833333358168602
0.7031903862953186,	0.0833333358168602
0.7030697464942932,	0.0833333358168602
0.7029555439949036,	0.0833333358168602
0.7028486132621765,	0.0833333358168602
0.7027473449707031,	0.0833333358168602
0.7026517391204834,	0.0833333358168602
0.7025607228279114,	0.095238097012043
0.7024744749069214,	0.095238097012043
0.7023917436599731,	0.095238097012043
0.7023124694824219,	0.095238097012043
0.7022363543510437,	0.095238097012043
0.7021633982658386,	0.095238097012043
0.7020928859710693,	0.095238097012043
0.7020248174667358,	0.095238097012043
0.7019583582878113,	0.095238097012043
0.7018941640853882,	0.095238097012043
0.7018314599990845,	0.095238097012043
0.7017706632614136,	0.095238097012043
0.7017108201980591,	0.095238097012043
0.7016524076461792,	0.095238097012043
0.7015949487686157,	0.1071428582072258
0.7015388607978821,	0.1071428582072258
0.7014834880828857,	0.1071428582072258
0.701429009437561,	0.1071428582072258
0.7013751864433289,	0.1071428582072258
0.7013223171234131,	0.1071428582072258
0.7012697458267212,	0.1071428582072258
0.701217770576477,	0.1071428582072258
0.7011666297912598,	0.1071428582072258
0.7011154890060425,	0.1071428582072258
0.7010651230812073,	0.1071428582072258
0.701015293598175,	0.1190476194024086
0.700965166091919,	0.1190476194024086
0.7009158730506897,	0.130952388048172
0.7008667588233948,	0.130952388048172
0.7008182406425476,	0.130952388048172
0.7007695436477661,	0.130952388048172
0.700721263885498,	0.1190476194024086
0.7006732225418091,	0.1190476194024086
0.7006251811981201,	0.1190476194024086
0.7005773782730103,	0.1190476194024086
0.7005299925804138,	0.1190476194024086
0.7004827857017517,	0.1190476194024086
0.7004354596138,	0.130952388048172
0.7003883719444275,	0.130952388048172
0.7003412842750549,	0.130952388048172
0.7002946138381958,	0.130952388048172
0.7002481818199158,	0.130952388048172
0.7002017498016357,	0.130952388048172
0.7001550197601318,	0.1428571492433548
0.700108528137207,	0.1428571492433548
0.7000624537467957,	0.1428571492433548
0.7000162601470947,	0.1428571492433548
0.699970543384552,	0.1428571492433548
0.6999242901802063,	0.1428571492433548
0.6998783946037292,	0.1428571492433548
0.6998327374458313,	0.1428571492433548
0.699786901473999,	0.1428571492433548
0.699741542339325,	0.1428571492433548
0.699695885181427,	0.1428571492433548
0.6996505260467529,	0.1428571492433548
0.6996050477027893,	0.1428571492433548
0.6995600461959839,	0.1428571492433548
0.6995143294334412,	0.1428571492433548
0.6994693279266357,	0.1428571492433548
0.6994246244430542,	0.1547619104385376
0.6993795037269592,	0.1547619104385376
0.6993343830108643,	0.1547619104385376
0.6992895007133484,	0.1547619104385376
0.6992447376251221,	0.1547619104385376
0.6992000937461853,	0.1547619104385376
0.699155330657959,	0.1547619104385376
0.6991108655929565,	0.1547619104385376
0.6990663409233093,	0.1547619104385376
0.699022114276886,	0.1547619104385376
0.6989774703979492,	0.1547619104385376
0.698932945728302,	0.1547619104385376
0.6988886594772339,	0.1547619104385376
0.6988447308540344,	0.1547619104385376
0.6988005638122559,	0.1547619104385376
0.6987563371658325,	0.1547619104385376
0.6987124681472778,	0.1547619104385376
0.6986683011054993,	0.1547619104385376
0.6986246109008789,	0.1547619104385376
0.6985806822776794,	0.1547619104385376
0.6985371112823486,	0.1547619104385376
0.6984931826591492,	0.1547619104385376
0.6984497308731079,	0.1547619104385376
0.6984059810638428,	0.1547619104385376
0.698362410068512,	0.1547619104385376
0.6983190774917603,	0.1547619104385376
0.6982757449150085,	0.1547619104385376
0.6982320547103882,	0.1547619104385376
0.6981890797615051,	0.1547619104385376
0.6981455683708191,	0.1547619104385376
0.6981025338172913,	0.1547619104385376
0.6980594396591187,	0.1547619104385376
0.6980164051055908,	0.1547619104385376
0.6979736089706421,	0.1547619104385376
