Number of classes: 2
Elapsed time: 0:05:00.060040
Mini-batch size: 400
Number of epochs: 148
Learning rate: 0.01
Subset: medium
------------------------------------
Testing accuracy: 0.8085106611251831
Training accuracy: 0.8301592469215393
------------------------------------
cost history,	validation history
1.2358486652374268,	0.7911392450332642
3.3434371948242188,	0.7911392450332642
2.9241139888763428,	0.7911392450332642
2.7484679222106934,	0.7911392450332642
2.42877197265625,	0.7911392450332642
2.3318827152252197,	0.7911392450332642
2.050356149673462,	0.7911392450332642
1.8485275506973267,	0.7911392450332642
0.18986104428768158,	0.7911392450332642
1.3867007493972778,	0.7911392450332642
1.4639902114868164,	0.7911392450332642
1.216496467590332,	0.7911392450332642
0.9174667596817017,	0.7911392450332642
0.9028174877166748,	0.7911392450332642
0.7177039384841919,	0.7911392450332642
0.7813941836357117,	0.0
0.9214932322502136,	0.0
0.8706037402153015,	0.0
0.9066399931907654,	0.7911392450332642
0.7933534383773804,	0.7911392450332642
0.7098141312599182,	0.7911392450332642
0.6332410573959351,	0.7911392450332642
0.6481071710586548,	0.7911392450332642
0.667324960231781,	0.7911392450332642
0.7790406942367554,	0.7911392450332642
0.9422295093536377,	0.7911392450332642
0.014283173717558384,	0.7911392450332642
0.9398744106292725,	0.7911392450332642
0.6126388311386108,	0.7911392450332642
0.8770968914031982,	0.7911392450332642
0.694856584072113,	0.7911392450332642
0.751843273639679,	0.7911392450332642
0.6603982448577881,	0.7911392450332642
0.6648428440093994,	0.7911392450332642
0.6049908399581909,	0.7911392450332642
0.47514793276786804,	0.7911392450332642
0.6922956109046936,	0.7911392450332642
0.6710304021835327,	0.7911392450332642
0.6473491191864014,	0.7911392450332642
0.7097254991531372,	0.7911392450332642
0.7133829593658447,	0.7911392450332642
0.6871735453605652,	0.7911392450332642
0.7107438445091248,	0.7911392450332642
0.6459593772888184,	0.7911392450332642
0.9504885673522949,	0.7911392450332642
0.5546663403511047,	0.7911392450332642
0.7043080925941467,	0.7911392450332642
0.6989689469337463,	0.7911392450332642
0.6809694170951843,	0.7911392450332642
0.5963551998138428,	0.7911392450332642
0.5725150108337402,	0.7911392450332642
0.6215788125991821,	0.7911392450332642
0.6383739709854126,	0.7911392450332642
2.008221387863159,	0.7911392450332642
0.6691677570343018,	0.7911392450332642
0.6604663729667664,	0.7911392450332642
0.6583741903305054,	0.7911392450332642
0.6316211819648743,	0.7911392450332642
0.6403557062149048,	0.7911392450332642
0.6330400109291077,	0.7911392450332642
0.6572293043136597,	0.7911392450332642
0.5849252343177795,	0.7911392450332642
0.43098053336143494,	0.7911392450332642
0.6652586460113525,	0.7911392450332642
0.778178870677948,	0.7911392450332642
0.6585737466812134,	0.7911392450332642
0.7460985779762268,	0.7911392450332642
0.6104791760444641,	0.7911392450332642
0.770061731338501,	0.7911392450332642
0.5860204100608826,	0.7911392450332642
0.5799007415771484,	0.7911392450332642
0.126897394657135,	0.7911392450332642
0.5707036852836609,	0.7911392450332642
0.6024846434593201,	0.7911392450332642
0.6168089509010315,	0.7911392450332642
0.5660333037376404,	0.7911392450332642
0.5719911456108093,	0.7911392450332642
0.5625048875808716,	0.7911392450332642
0.6470445394515991,	0.7911392450332642
0.57318514585495,	0.7911392450332642
0.12216445058584213,	0.7911392450332642
0.6546058654785156,	0.7911392450332642
0.6428388357162476,	0.7911392450332642
0.6073866486549377,	0.7911392450332642
0.5899564623832703,	0.7911392450332642
0.557680070400238,	0.7911392450332642
0.5554677844047546,	0.7911392450332642
0.5487034916877747,	0.7911392450332642
0.549761176109314,	0.7911392450332642
0.22595538198947906,	0.7911392450332642
0.5654988288879395,	0.7911392450332642
0.5523210763931274,	0.7911392450332642
0.5742488503456116,	0.7911392450332642
0.6116682887077332,	0.7911392450332642
0.48516350984573364,	0.7911392450332642
0.6150868535041809,	0.7911392450332642
0.5616833567619324,	0.7911392450332642
0.5764541029930115,	0.7911392450332642
0.2417706400156021,	0.7911392450332642
0.5547525882720947,	0.7911392450332642
0.5504400730133057,	0.7911392450332642
0.515369713306427,	0.7911392450332642
0.5234906673431396,	0.7911392450332642
0.506849467754364,	0.7911392450332642
0.5670002698898315,	0.7911392450332642
0.6193735599517822,	0.7911392450332642
0.5174014568328857,	0.7911392450332642
0.9482463002204895,	0.7911392450332642
0.5517261028289795,	0.7953586578369141
0.603715181350708,	0.6603375673294067
0.6198962926864624,	0.6877636909484863
0.6193981766700745,	0.7932489514350891
0.5907595753669739,	0.7911392450332642
0.5183334946632385,	0.7911392450332642
0.5711917281150818,	0.7911392450332642
0.5422927737236023,	0.7911392450332642
1.1091091632843018,	0.7911392450332642
0.47983288764953613,	0.7911392450332642
0.5519825220108032,	0.7911392450332642
