Number of classes: 2
Elapsed time: 0:05:00.001167
One batch.
Number of epochs: 12085
Learning rate: 0.01
Subset: small
------------------------------------
Testing accuracy: 0.5873016119003296
Training accuracy: 0.998924732208252
------------------------------------
cost history,	validation history
0.9754603505134583,	0.0
1.502323031425476,	0.095238097012043
0.9334926605224609,	0.2738095223903656
0.8103917241096497,	0.130952388048172
0.9761328101158142,	0.1547619104385376
0.8473745584487915,	0.511904776096344
0.7327796220779419,	0.3095238208770752
0.7652009129524231,	0.2380952388048172
0.8190960884094238,	0.2857142984867096
0.765390157699585,	0.4523809552192688
0.7092440724372864,	0.5476190447807312
0.6896883249282837,	0.4404761791229248
0.727496325969696,	0.380952388048172
0.7273613214492798,	0.4047619104385376
0.7321333885192871,	0.511904776096344
0.6986973285675049,	0.5952380895614624
0.6663453578948975,	0.4761904776096344
0.674144446849823,	0.4166666567325592
0.6665794849395752,	0.4404761791229248
0.6763449907302856,	0.4523809552192688
0.6686655282974243,	0.488095223903656
0.6345102190971375,	0.5357142686843872
0.6312095522880554,	0.4642857015132904
0.6337102055549622,	0.4404761791229248
0.6382570862770081,	0.4404761791229248
0.6213915944099426,	0.4642857015132904
0.6143317222595215,	0.511904776096344
0.6184506416320801,	0.5476190447807312
0.6092569828033447,	0.523809552192688
0.6118875741958618,	0.488095223903656
0.616631031036377,	0.4761904776096344
0.6117963194847107,	0.5
0.6123032569885254,	0.5357142686843872
0.5955412983894348,	0.5714285969734192
0.595565676689148,	0.523809552192688
0.6015257239341736,	0.511904776096344
0.595521092414856,	0.511904776096344
0.5946858525276184,	0.511904776096344
0.5976062417030334,	0.5595238208770752
0.584412157535553,	0.5833333134651184
0.5917867422103882,	0.5952380895614624
0.5808781385421753,	0.523809552192688
0.5856012105941772,	0.523809552192688
0.5844464898109436,	0.5357142686843872
0.5829957127571106,	0.5595238208770752
0.5819980502128601,	0.5714285969734192
0.5769252777099609,	0.5714285969734192
0.5728444457054138,	0.5714285969734192
0.5767041444778442,	0.5595238208770752
0.5752493739128113,	0.5595238208770752
0.5756298899650574,	0.5595238208770752
0.5747666358947754,	0.5714285969734192
0.5668333768844604,	0.5714285969734192
0.5752843022346497,	0.5714285969734192
0.5619332194328308,	0.5595238208770752
0.5670206546783447,	0.5714285969734192
0.5609267354011536,	0.5714285969734192
0.5636494159698486,	0.5714285969734192
0.5551815032958984,	0.5595238208770752
0.5628941655158997,	0.5714285969734192
0.5580299496650696,	0.5714285969734192
0.5583425164222717,	0.5833333134651184
0.5601852536201477,	0.5833333134651184
0.5587142705917358,	0.5833333134651184
0.5533862113952637,	0.5952380895614624
0.5596920251846313,	0.5952380895614624
0.556810736656189,	0.5952380895614624
0.5526981353759766,	0.5952380895614624
0.5491836667060852,	0.5833333134651184
0.5579370856285095,	0.6071428656578064
0.5573315620422363,	0.6071428656578064
0.5544974207878113,	0.5833333134651184
0.5523513555526733,	0.5833333134651184
0.5474967360496521,	0.5833333134651184
0.5490025877952576,	0.5952380895614624
0.5461714267730713,	0.5952380895614624
0.5436858534812927,	0.5952380895614624
0.5378183126449585,	0.5952380895614624
0.5382709503173828,	0.6190476417541504
0.54551100730896,	0.6071428656578064
0.5500805377960205,	0.5952380895614624
0.5421847701072693,	0.5833333134651184
0.534384548664093,	0.5833333134651184
0.5378511548042297,	0.5952380895614624
0.5355148911476135,	0.5952380895614624
0.5263018012046814,	0.5833333134651184
0.5300070643424988,	0.5833333134651184
0.5291836261749268,	0.5952380895614624
0.5227954387664795,	0.6071428656578064
0.5304437875747681,	0.5833333134651184
0.5256626605987549,	0.5833333134651184
0.5237553715705872,	0.5952380895614624
0.5223701596260071,	0.5952380895614624
0.5313437581062317,	0.5952380895614624
0.5282758474349976,	0.5833333134651184
0.5159047842025757,	0.5952380895614624
